ms,bs,cs,fs,max_logLs,min_logLs,mean_logLs,median_logLs,std_logLs,transit_multiplicities_all
-2.0,0.0,100000000.0,0.0,-175743.1075033013,-175743.1075033013,-175743.1075033013,-175743.1075033013,0.0,"[[1049, 94], [871, 74], [944, 106], [1000, 105], [1031, 97], [987, 102], [975, 90], [883, 81], [1029, 90]]"
-2.0,0.0,100000000.0,0.1,-83865.11763891752,-87558.17744477978,-85350.73320985145,-85037.09944717625,1248.7555954546217,"[[1049, 94], [871, 74], [944, 106], [1000, 105], [1031, 97], [987, 102], [975, 90], [883, 81], [1029, 90]]"
-2.0,0.0,100000000.0,0.2,-70187.8681873163,-73861.12799317854,-71665.93931380576,-71354.449995575,1242.1231379208048,"[[1049, 94], [871, 74], [944, 106], [1000, 105], [1031, 97], [987, 102], [975, 90], [883, 81], [1029, 90]]"
-2.0,0.0,100000000.0,0.30000000000000004,-62234.62893128814,-65888.08873715039,-63705.15561333317,-63395.810739546876,1235.4909696814468,"[[1049, 94], [871, 74], [944, 106], [1000, 105], [1031, 97], [987, 102], [975, 90], [883, 81], [1029, 90]]"
-2.0,0.0,100000000.0,0.4,-56624.918735715066,-60258.5785415773,-58087.90097331564,-57780.700543973784,1228.8590954205085,"[[1049, 94], [871, 74], [944, 106], [1000, 105], [1031, 97], [987, 102], [975, 90], [883, 81], [1029, 90]]"
-2.0,0.0,100000000.0,0.5,-52299.33149521623,-55913.19130107848,-53754.76928837238,-53449.71330347496,1222.2275199234434,"[[1049, 94], [871, 74], [944, 106], [1000, 105], [1031, 97], [987, 102], [975, 90], [883, 81], [1029, 90]]"
-2.0,0.0,100000000.0,0.6000000000000001,-48785.9794796869,-52380.03928554916,-50233.87282839861,-49930.96128794563,1215.5962480798732,"[[1049, 94], [871, 74], [944, 106], [1000, 105], [1031, 97], [987, 102], [975, 90], [883, 81], [1029, 90]]"
-2.0,0.0,100000000.0,0.7000000000000001,-45833.14340316396,-49407.4032090262,-47273.49230743121,-46972.72521142267,1208.9652848864878,"[[1049, 94], [871, 74], [944, 106], [1000, 105], [1031, 97], [987, 102], [975, 90], [883, 81], [1029, 90]]"
-2.0,0.0,100000000.0,0.8,-43290.56928411384,-46845.02908997607,-44723.37374393664,-44424.75109237256,1202.3346354499777,"[[1049, 94], [871, 74], [944, 106], [1000, 105], [1031, 97], [987, 102], [975, 90], [883, 81], [1029, 90]]"
-2.0,0.0,100000000.0,0.9,-41061.34022365875,-44596.00002952101,-42486.60023903712,-42190.12203191748,1195.7043049900599,"[[1049, 94], [871, 74], [944, 106], [1000, 105], [1031, 97], [987, 102], [975, 90], [883, 81], [1029, 90]]"
-2.0,0.0,100000000.0,1.0,-39079.282043614985,-42594.14184947726,-40496.99761454892,-40202.66385187371,1189.0742988426184,"[[1049, 94], [871, 74], [944, 106], [1000, 105], [1031, 97], [987, 102], [975, 90], [883, 81], [1029, 90]]"
-2.0,0.0,158489319.2461111,0.0,-175743.1075033013,-175743.1075033013,-175743.1075033013,-175743.1075033013,0.0,"[[967, 109], [1010, 79], [559, 53], [981, 80], [991, 77], [983, 109], [514, 65], [1012, 110], [998, 107]]"
-2.0,0.0,158489319.2461111,0.1,-84530.37918829932,-97918.57876875892,-87665.29374162959,-85101.01317708765,5074.616621667903,"[[967, 109], [1010, 79], [559, 53], [981, 80], [991, 77], [983, 109], [514, 65], [1012, 110], [998, 107]]"
-2.0,0.0,158489319.2461111,0.2,-70851.02973669808,-84184.92931715772,-73971.56651225057,-71418.66372548643,5054.118018853391,"[[967, 109], [1010, 79], [559, 53], [981, 80], [991, 77], [983, 109], [514, 65], [1012, 110], [998, 107]]"
-2.0,0.0,158489319.2461111,0.30000000000000004,-62895.69048066994,-76175.29006112955,-66001.84947844465,-63460.324469458275,5033.619804120529,"[[967, 109], [1010, 79], [559, 53], [981, 80], [991, 77], [983, 109], [514, 65], [1012, 110], [998, 107]]"
-2.0,0.0,158489319.2461111,0.4,-57283.88028509686,-70509.17986555648,-60375.6615050938,-57845.514273885194,5013.121982229844,"[[967, 109], [1010, 79], [559, 53], [981, 80], [991, 77], [983, 109], [514, 65], [1012, 110], [998, 107]]"
-2.0,0.0,158489319.2461111,0.5,-52956.19304459801,-66127.19262505764,-56033.59648681719,-53514.82703338637,4992.624558019893,"[[967, 109], [1010, 79], [559, 53], [981, 80], [991, 77], [983, 109], [514, 65], [1012, 110], [998, 107]]"
-2.0,0.0,158489319.2461111,0.6000000000000001,-49440.7410290687,-62557.44060952833,-52503.766693510086,-49996.37501785705,4972.127536408968,"[[967, 109], [1010, 79], [559, 53], [981, 80], [991, 77], [983, 109], [514, 65], [1012, 110], [998, 107]]"
-2.0,0.0,158489319.2461111,0.7000000000000001,-46485.80495254574,-59548.204533005366,-49534.452839209356,-47038.43894133409,4951.630922396678,"[[967, 109], [1010, 79], [559, 53], [981, 80], [991, 77], [983, 109], [514, 65], [1012, 110], [998, 107]]"
-2.0,0.0,158489319.2461111,0.8,-43941.13083349562,-56949.230413955236,-46975.40094238145,-44490.764822283956,4931.134721065659,"[[967, 109], [1010, 79], [559, 53], [981, 80], [991, 77], [983, 109], [514, 65], [1012, 110], [998, 107]]"
-2.0,0.0,158489319.2461111,0.9,-41709.801773040555,-54663.60135350019,-44729.69410414861,-42256.43576182892,4910.638937583312,"[[967, 109], [1010, 79], [559, 53], [981, 80], [991, 77], [983, 109], [514, 65], [1012, 110], [998, 107]]"
-2.0,0.0,158489319.2461111,1.0,-39725.64359299678,-52625.143173456396,-42731.15814632706,-40269.27758178512,4890.143577203536,"[[967, 109], [1010, 79], [559, 53], [981, 80], [991, 77], [983, 109], [514, 65], [1012, 110], [998, 107]]"
-2.0,0.0,251188643.1509582,0.0,[],[],[],[],[],[]
-2.0,0.0,251188643.1509582,0.1,[],[],[],[],[],[]
-2.0,0.0,251188643.1509582,0.2,[],[],[],[],[],[]
-2.0,0.0,251188643.1509582,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.0,251188643.1509582,0.4,[],[],[],[],[],[]
-2.0,0.0,251188643.1509582,0.5,[],[],[],[],[],[]
-2.0,0.0,251188643.1509582,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.0,251188643.1509582,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.0,251188643.1509582,0.8,[],[],[],[],[],[]
-2.0,0.0,251188643.1509582,0.9,[],[],[],[],[],[]
-2.0,0.0,251188643.1509582,1.0,[],[],[],[],[],[]
-2.0,0.0,398107170.5534969,0.0,[],[],[],[],[],[]
-2.0,0.0,398107170.5534969,0.1,[],[],[],[],[],[]
-2.0,0.0,398107170.5534969,0.2,[],[],[],[],[],[]
-2.0,0.0,398107170.5534969,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.0,398107170.5534969,0.4,[],[],[],[],[],[]
-2.0,0.0,398107170.5534969,0.5,[],[],[],[],[],[]
-2.0,0.0,398107170.5534969,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.0,398107170.5534969,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.0,398107170.5534969,0.8,[],[],[],[],[],[]
-2.0,0.0,398107170.5534969,0.9,[],[],[],[],[],[]
-2.0,0.0,398107170.5534969,1.0,[],[],[],[],[],[]
-2.0,0.0,630957344.4801943,0.0,[],[],[],[],[],[]
-2.0,0.0,630957344.4801943,0.1,[],[],[],[],[],[]
-2.0,0.0,630957344.4801943,0.2,[],[],[],[],[],[]
-2.0,0.0,630957344.4801943,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.0,630957344.4801943,0.4,[],[],[],[],[],[]
-2.0,0.0,630957344.4801943,0.5,[],[],[],[],[],[]
-2.0,0.0,630957344.4801943,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.0,630957344.4801943,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.0,630957344.4801943,0.8,[],[],[],[],[],[]
-2.0,0.0,630957344.4801943,0.9,[],[],[],[],[],[]
-2.0,0.0,630957344.4801943,1.0,[],[],[],[],[],[]
-2.0,0.0,1000000000.0,0.0,[],[],[],[],[],[]
-2.0,0.0,1000000000.0,0.1,[],[],[],[],[],[]
-2.0,0.0,1000000000.0,0.2,[],[],[],[],[],[]
-2.0,0.0,1000000000.0,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.0,1000000000.0,0.4,[],[],[],[],[],[]
-2.0,0.0,1000000000.0,0.5,[],[],[],[],[],[]
-2.0,0.0,1000000000.0,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.0,1000000000.0,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.0,1000000000.0,0.8,[],[],[],[],[],[]
-2.0,0.0,1000000000.0,0.9,[],[],[],[],[],[]
-2.0,0.0,1000000000.0,1.0,[],[],[],[],[],[]
-2.0,0.0,1584893192.4611108,0.0,[],[],[],[],[],[]
-2.0,0.0,1584893192.4611108,0.1,[],[],[],[],[],[]
-2.0,0.0,1584893192.4611108,0.2,[],[],[],[],[],[]
-2.0,0.0,1584893192.4611108,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.0,1584893192.4611108,0.4,[],[],[],[],[],[]
-2.0,0.0,1584893192.4611108,0.5,[],[],[],[],[],[]
-2.0,0.0,1584893192.4611108,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.0,1584893192.4611108,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.0,1584893192.4611108,0.8,[],[],[],[],[],[]
-2.0,0.0,1584893192.4611108,0.9,[],[],[],[],[],[]
-2.0,0.0,1584893192.4611108,1.0,[],[],[],[],[],[]
-2.0,0.0,2511886431.509582,0.0,[],[],[],[],[],[]
-2.0,0.0,2511886431.509582,0.1,[],[],[],[],[],[]
-2.0,0.0,2511886431.509582,0.2,[],[],[],[],[],[]
-2.0,0.0,2511886431.509582,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.0,2511886431.509582,0.4,[],[],[],[],[],[]
-2.0,0.0,2511886431.509582,0.5,[],[],[],[],[],[]
-2.0,0.0,2511886431.509582,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.0,2511886431.509582,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.0,2511886431.509582,0.8,[],[],[],[],[],[]
-2.0,0.0,2511886431.509582,0.9,[],[],[],[],[],[]
-2.0,0.0,2511886431.509582,1.0,[],[],[],[],[],[]
-2.0,0.0,3981071705.5349693,0.0,[],[],[],[],[],[]
-2.0,0.0,3981071705.5349693,0.1,[],[],[],[],[],[]
-2.0,0.0,3981071705.5349693,0.2,[],[],[],[],[],[]
-2.0,0.0,3981071705.5349693,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.0,3981071705.5349693,0.4,[],[],[],[],[],[]
-2.0,0.0,3981071705.5349693,0.5,[],[],[],[],[],[]
-2.0,0.0,3981071705.5349693,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.0,3981071705.5349693,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.0,3981071705.5349693,0.8,[],[],[],[],[],[]
-2.0,0.0,3981071705.5349693,0.9,[],[],[],[],[],[]
-2.0,0.0,3981071705.5349693,1.0,[],[],[],[],[],[]
-2.0,0.0,6309573444.801943,0.0,[],[],[],[],[],[]
-2.0,0.0,6309573444.801943,0.1,[],[],[],[],[],[]
-2.0,0.0,6309573444.801943,0.2,[],[],[],[],[],[]
-2.0,0.0,6309573444.801943,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.0,6309573444.801943,0.4,[],[],[],[],[],[]
-2.0,0.0,6309573444.801943,0.5,[],[],[],[],[],[]
-2.0,0.0,6309573444.801943,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.0,6309573444.801943,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.0,6309573444.801943,0.8,[],[],[],[],[],[]
-2.0,0.0,6309573444.801943,0.9,[],[],[],[],[],[]
-2.0,0.0,6309573444.801943,1.0,[],[],[],[],[],[]
-2.0,0.0,10000000000.0,0.0,[],[],[],[],[],[]
-2.0,0.0,10000000000.0,0.1,[],[],[],[],[],[]
-2.0,0.0,10000000000.0,0.2,[],[],[],[],[],[]
-2.0,0.0,10000000000.0,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.0,10000000000.0,0.4,[],[],[],[],[],[]
-2.0,0.0,10000000000.0,0.5,[],[],[],[],[],[]
-2.0,0.0,10000000000.0,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.0,10000000000.0,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.0,10000000000.0,0.8,[],[],[],[],[],[]
-2.0,0.0,10000000000.0,0.9,[],[],[],[],[],[]
-2.0,0.0,10000000000.0,1.0,[],[],[],[],[],[]
-2.0,0.1,100000000.0,0.0,-175926.1089132842,-175926.1089132842,-175926.1089132842,-175926.1089132842,0.0,"[[947, 134, 29, 17, 10, 4], [955, 148, 31, 18, 7, 2], [993, 143, 33, 15, 20, 1], [823, 123, 26, 11, 8, 1], [974, 123, 37, 22, 18, 3], [1055, 132, 38, 19, 10, 2], [979, 130, 30, 18, 10, 2], [1003, 130, 33, 31, 9, 2], [720, 123, 19, 14, 7, 1]]"
-2.0,0.1,100000000.0,0.1,-83790.31178607818,-91321.23122585162,-86201.67417536068,-85364.11039274771,2202.2752354478694,"[[947, 134, 29, 17, 10, 4], [955, 148, 31, 18, 7, 2], [993, 143, 33, 15, 20, 1], [823, 123, 26, 11, 8, 1], [974, 123, 37, 22, 18, 3], [1055, 132, 38, 19, 10, 2], [979, 130, 30, 18, 10, 2], [1003, 130, 33, 31, 9, 2], [720, 123, 19, 14, 7, 1]]"
-2.0,0.1,100000000.0,0.2,-70074.45573747662,-77568.17517725007,-72473.4736823147,-71640.35434414618,2191.1555254820046,"[[947, 134, 29, 17, 10, 4], [955, 148, 31, 18, 7, 2], [993, 143, 33, 15, 20, 1], [823, 123, 26, 11, 8, 1], [974, 123, 37, 22, 18, 3], [1055, 132, 38, 19, 10, 2], [979, 130, 30, 18, 10, 2], [1003, 130, 33, 31, 9, 2], [720, 123, 19, 14, 7, 1]]"
-2.0,0.1,100000000.0,0.30000000000000004,-62103.322993664675,-69559.84243343813,-64489.996494058316,-63661.32160033422,2180.036129001012,"[[947, 134, 29, 17, 10, 4], [955, 148, 31, 18, 7, 2], [993, 143, 33, 15, 20, 1], [823, 123, 26, 11, 8, 1], [974, 123, 37, 22, 18, 3], [1055, 132, 38, 19, 10, 2], [979, 130, 30, 18, 10, 2], [1003, 130, 33, 31, 9, 2], [720, 123, 19, 14, 7, 1]]"
-2.0,0.1,100000000.0,0.4,-56484.19968887506,-63903.51912864851,-58858.52874482426,-58034.29829554461,2168.917050826319,"[[947, 134, 29, 17, 10, 4], [955, 148, 31, 18, 7, 2], [993, 143, 33, 15, 20, 1], [823, 123, 26, 11, 8, 1], [974, 123, 37, 22, 18, 3], [1055, 132, 38, 19, 10, 2], [979, 130, 30, 18, 10, 2], [1003, 130, 33, 31, 9, 2], [720, 123, 19, 14, 7, 1]]"
-2.0,0.1,100000000.0,0.5,-52153.84611268161,-59535.96555245506,-54515.83072418636,-53696.04471935116,2157.798295878608,"[[947, 134, 29, 17, 10, 4], [955, 148, 31, 18, 7, 2], [993, 143, 33, 15, 20, 1], [823, 123, 26, 11, 8, 1], [974, 123, 37, 22, 18, 3], [1055, 132, 38, 19, 10, 2], [979, 130, 30, 18, 10, 2], [1003, 130, 33, 31, 9, 2], [720, 123, 19, 14, 7, 1]]"
-2.0,0.1,100000000.0,0.6000000000000001,-48638.66694506312,-55983.58638483657,-50988.30711212343,-50172.965551732654,2146.6798691803474,"[[947, 134, 29, 17, 10, 4], [955, 148, 31, 18, 7, 2], [993, 143, 33, 15, 20, 1], [823, 123, 26, 11, 8, 1], [974, 123, 37, 22, 18, 3], [1055, 132, 38, 19, 10, 2], [979, 130, 30, 18, 10, 2], [1003, 130, 33, 31, 9, 2], [720, 123, 19, 14, 7, 1]]"
-2.0,0.1,100000000.0,0.7000000000000001,-45686.03201959261,-52993.75145936606,-48023.327742208465,-47212.430626262154,2135.5617758584594,"[[947, 134, 29, 17, 10, 4], [955, 148, 31, 18, 7, 2], [993, 143, 33, 15, 20, 1], [823, 123, 26, 11, 8, 1], [974, 123, 37, 22, 18, 3], [1055, 132, 38, 19, 10, 2], [979, 130, 30, 18, 10, 2], [1003, 130, 33, 31, 9, 2], [720, 123, 19, 14, 7, 1]]"
-2.0,0.1,100000000.0,0.8,-43145.143640273534,-50415.66308004696,-45470.09491844493,-44663.64224694305,2124.444021147029,"[[947, 134, 29, 17, 10, 4], [955, 148, 31, 18, 7, 2], [993, 143, 33, 15, 20, 1], [823, 123, 26, 11, 8, 1], [974, 123, 37, 22, 18, 3], [1055, 132, 38, 19, 10, 2], [979, 130, 30, 18, 10, 2], [1003, 130, 33, 31, 9, 2], [720, 123, 19, 14, 7, 1]]"
-2.0,0.1,100000000.0,0.9,-40918.734201251216,-48152.05364102465,-43231.34103497816,-42429.332807920735,2113.3266103901287,"[[947, 134, 29, 17, 10, 4], [955, 148, 31, 18, 7, 2], [993, 143, 33, 15, 20, 1], [823, 123, 26, 11, 8, 1], [974, 123, 37, 22, 18, 3], [1055, 132, 38, 19, 10, 2], [979, 130, 30, 18, 10, 2], [1003, 130, 33, 31, 9, 2], [720, 123, 19, 14, 7, 1]]"
-2.0,0.1,100000000.0,1.0,-38940.39006408007,-46136.50950385351,-41240.65245336259,-40443.0886707496,2102.209549044712,"[[947, 134, 29, 17, 10, 4], [955, 148, 31, 18, 7, 2], [993, 143, 33, 15, 20, 1], [823, 123, 26, 11, 8, 1], [974, 123, 37, 22, 18, 3], [1055, 132, 38, 19, 10, 2], [979, 130, 30, 18, 10, 2], [1003, 130, 33, 31, 9, 2], [720, 123, 19, 14, 7, 1]]"
-2.0,0.1,158489319.2461111,0.0,-175743.1075033013,-175743.1075033013,-175743.1075033013,-175743.1075033013,0.0,"[[1008, 93], [972, 114], [1030, 105], [1029, 91], [1005, 105], [1024, 96], [1003, 95], [1010, 114], [1005, 103]]"
-2.0,0.1,158489319.2461111,0.1,-84196.54313487638,-85310.63105213457,-84599.27303712412,-84647.07588632322,315.98570582507887,"[[1008, 93], [972, 114], [1030, 105], [1029, 91], [1005, 105], [1024, 96], [1003, 95], [1010, 114], [1005, 103]]"
-2.0,0.1,158489319.2461111,0.2,-70518.49368327516,-71627.68160053332,-70918.85691885621,-70965.626434722,314.71578008436234,"[[1008, 93], [972, 114], [1030, 105], [1029, 91], [1005, 105], [1024, 96], [1003, 95], [1010, 114], [1005, 103]]"
-2.0,0.1,158489319.2461111,0.30000000000000004,-62564.454427247,-63668.74234450519,-62962.45099616139,-63008.18717869383,313.4471253731225,"[[1008, 93], [972, 114], [1030, 105], [1029, 91], [1005, 105], [1024, 96], [1003, 95], [1010, 114], [1005, 103]]"
-2.0,0.1,158489319.2461111,0.4,-56953.94423167392,-58053.3321489321,-57349.57413392165,-57394.27698312075,312.1797571871928,"[[1008, 93], [972, 114], [1030, 105], [1029, 91], [1005, 105], [1024, 96], [1003, 95], [1010, 114], [1005, 103]]"
-2.0,0.1,158489319.2461111,0.5,-52627.55699117508,-53722.04490843327,-53020.82022675615,-53064.489742621925,310.91369125926957,"[[1008, 93], [972, 114], [1030, 105], [1029, 91], [1005, 105], [1024, 96], [1003, 95], [1010, 114], [1005, 103]]"
-2.0,0.1,158489319.2461111,0.6000000000000001,-49113.40497564577,-50202.992892903945,-49504.301544560156,-49546.937727092605,309.64894356301477,"[[1008, 93], [972, 114], [1030, 105], [1029, 91], [1005, 105], [1024, 96], [1003, 95], [1010, 114], [1005, 103]]"
-2.0,0.1,158489319.2461111,0.7000000000000001,-46159.76889912281,-47244.45681638099,-46548.29880137055,-46589.90165056965,308.3855303173946,"[[1008, 93], [972, 114], [1030, 105], [1029, 91], [1005, 105], [1024, 96], [1003, 95], [1010, 114], [1005, 103]]"
-2.0,0.1,158489319.2461111,0.8,-43616.39478007269,-44696.18269733087,-44002.558015653754,-44043.12753151952,307.12346799099294,"[[1008, 93], [972, 114], [1030, 105], [1029, 91], [1005, 105], [1024, 96], [1003, 95], [1010, 114], [1005, 103]]"
-2.0,0.1,158489319.2461111,0.9,-41386.365719617635,-42461.25363687579,-41770.16228853204,-41809.69847106449,305.8627733064424,"[[1008, 93], [972, 114], [1030, 105], [1029, 91], [1005, 105], [1024, 96], [1003, 95], [1010, 114], [1005, 103]]"
-2.0,0.1,158489319.2461111,1.0,-39403.507539573846,-40473.49545683204,-39784.93744182159,-39823.44029102069,304.6034632449676,"[[1008, 93], [972, 114], [1030, 105], [1029, 91], [1005, 105], [1024, 96], [1003, 95], [1010, 114], [1005, 103]]"
-2.0,0.1,251188643.1509582,0.0,[],[],[],[],[],[]
-2.0,0.1,251188643.1509582,0.1,[],[],[],[],[],[]
-2.0,0.1,251188643.1509582,0.2,[],[],[],[],[],[]
-2.0,0.1,251188643.1509582,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.1,251188643.1509582,0.4,[],[],[],[],[],[]
-2.0,0.1,251188643.1509582,0.5,[],[],[],[],[],[]
-2.0,0.1,251188643.1509582,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.1,251188643.1509582,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.1,251188643.1509582,0.8,[],[],[],[],[],[]
-2.0,0.1,251188643.1509582,0.9,[],[],[],[],[],[]
-2.0,0.1,251188643.1509582,1.0,[],[],[],[],[],[]
-2.0,0.1,398107170.5534969,0.0,[],[],[],[],[],[]
-2.0,0.1,398107170.5534969,0.1,[],[],[],[],[],[]
-2.0,0.1,398107170.5534969,0.2,[],[],[],[],[],[]
-2.0,0.1,398107170.5534969,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.1,398107170.5534969,0.4,[],[],[],[],[],[]
-2.0,0.1,398107170.5534969,0.5,[],[],[],[],[],[]
-2.0,0.1,398107170.5534969,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.1,398107170.5534969,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.1,398107170.5534969,0.8,[],[],[],[],[],[]
-2.0,0.1,398107170.5534969,0.9,[],[],[],[],[],[]
-2.0,0.1,398107170.5534969,1.0,[],[],[],[],[],[]
-2.0,0.1,630957344.4801943,0.0,[],[],[],[],[],[]
-2.0,0.1,630957344.4801943,0.1,[],[],[],[],[],[]
-2.0,0.1,630957344.4801943,0.2,[],[],[],[],[],[]
-2.0,0.1,630957344.4801943,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.1,630957344.4801943,0.4,[],[],[],[],[],[]
-2.0,0.1,630957344.4801943,0.5,[],[],[],[],[],[]
-2.0,0.1,630957344.4801943,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.1,630957344.4801943,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.1,630957344.4801943,0.8,[],[],[],[],[],[]
-2.0,0.1,630957344.4801943,0.9,[],[],[],[],[],[]
-2.0,0.1,630957344.4801943,1.0,[],[],[],[],[],[]
-2.0,0.1,1000000000.0,0.0,[],[],[],[],[],[]
-2.0,0.1,1000000000.0,0.1,[],[],[],[],[],[]
-2.0,0.1,1000000000.0,0.2,[],[],[],[],[],[]
-2.0,0.1,1000000000.0,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.1,1000000000.0,0.4,[],[],[],[],[],[]
-2.0,0.1,1000000000.0,0.5,[],[],[],[],[],[]
-2.0,0.1,1000000000.0,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.1,1000000000.0,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.1,1000000000.0,0.8,[],[],[],[],[],[]
-2.0,0.1,1000000000.0,0.9,[],[],[],[],[],[]
-2.0,0.1,1000000000.0,1.0,[],[],[],[],[],[]
-2.0,0.1,1584893192.4611108,0.0,[],[],[],[],[],[]
-2.0,0.1,1584893192.4611108,0.1,[],[],[],[],[],[]
-2.0,0.1,1584893192.4611108,0.2,[],[],[],[],[],[]
-2.0,0.1,1584893192.4611108,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.1,1584893192.4611108,0.4,[],[],[],[],[],[]
-2.0,0.1,1584893192.4611108,0.5,[],[],[],[],[],[]
-2.0,0.1,1584893192.4611108,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.1,1584893192.4611108,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.1,1584893192.4611108,0.8,[],[],[],[],[],[]
-2.0,0.1,1584893192.4611108,0.9,[],[],[],[],[],[]
-2.0,0.1,1584893192.4611108,1.0,[],[],[],[],[],[]
-2.0,0.1,2511886431.509582,0.0,[],[],[],[],[],[]
-2.0,0.1,2511886431.509582,0.1,[],[],[],[],[],[]
-2.0,0.1,2511886431.509582,0.2,[],[],[],[],[],[]
-2.0,0.1,2511886431.509582,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.1,2511886431.509582,0.4,[],[],[],[],[],[]
-2.0,0.1,2511886431.509582,0.5,[],[],[],[],[],[]
-2.0,0.1,2511886431.509582,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.1,2511886431.509582,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.1,2511886431.509582,0.8,[],[],[],[],[],[]
-2.0,0.1,2511886431.509582,0.9,[],[],[],[],[],[]
-2.0,0.1,2511886431.509582,1.0,[],[],[],[],[],[]
-2.0,0.1,3981071705.5349693,0.0,[],[],[],[],[],[]
-2.0,0.1,3981071705.5349693,0.1,[],[],[],[],[],[]
-2.0,0.1,3981071705.5349693,0.2,[],[],[],[],[],[]
-2.0,0.1,3981071705.5349693,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.1,3981071705.5349693,0.4,[],[],[],[],[],[]
-2.0,0.1,3981071705.5349693,0.5,[],[],[],[],[],[]
-2.0,0.1,3981071705.5349693,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.1,3981071705.5349693,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.1,3981071705.5349693,0.8,[],[],[],[],[],[]
-2.0,0.1,3981071705.5349693,0.9,[],[],[],[],[],[]
-2.0,0.1,3981071705.5349693,1.0,[],[],[],[],[],[]
-2.0,0.1,6309573444.801943,0.0,[],[],[],[],[],[]
-2.0,0.1,6309573444.801943,0.1,[],[],[],[],[],[]
-2.0,0.1,6309573444.801943,0.2,[],[],[],[],[],[]
-2.0,0.1,6309573444.801943,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.1,6309573444.801943,0.4,[],[],[],[],[],[]
-2.0,0.1,6309573444.801943,0.5,[],[],[],[],[],[]
-2.0,0.1,6309573444.801943,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.1,6309573444.801943,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.1,6309573444.801943,0.8,[],[],[],[],[],[]
-2.0,0.1,6309573444.801943,0.9,[],[],[],[],[],[]
-2.0,0.1,6309573444.801943,1.0,[],[],[],[],[],[]
-2.0,0.1,10000000000.0,0.0,[],[],[],[],[],[]
-2.0,0.1,10000000000.0,0.1,[],[],[],[],[],[]
-2.0,0.1,10000000000.0,0.2,[],[],[],[],[],[]
-2.0,0.1,10000000000.0,0.30000000000000004,[],[],[],[],[],[]
-2.0,0.1,10000000000.0,0.4,[],[],[],[],[],[]
-2.0,0.1,10000000000.0,0.5,[],[],[],[],[],[]
-2.0,0.1,10000000000.0,0.6000000000000001,[],[],[],[],[],[]
-2.0,0.1,10000000000.0,0.7000000000000001,[],[],[],[],[],[]
-2.0,0.1,10000000000.0,0.8,[],[],[],[],[],[]
-2.0,0.1,10000000000.0,0.9,[],[],[],[],[],[]
-2.0,0.1,10000000000.0,1.0,[],[],[],[],[],[]
