ms,bs,cs,fs,max_logLs,min_logLs,mean_logLs,median_logLs,std_logLs,transit_multiplicities_all
-0.19999999999999996,0.6000000000000001,398107170.5534969,0.4,-58662.142742963886,-59855.06643862074,-59363.004387244684,-59437.72382294416,370.4121875299211,"[[923, 278, 165, 112, 65, 9], [880, 267, 172, 101, 48, 12], [936, 276, 155, 112, 45, 14], [896, 256, 161, 115, 46, 14], [882, 284, 174, 100, 49, 12], [892, 257, 177, 111, 56, 12], [899, 282, 147, 116, 50, 10], [910, 254, 181, 110, 50, 13], [908, 315, 151, 113, 58, 11]]"
-0.19999999999999996,0.6000000000000001,398107170.5534969,0.5,-54359.98916677045,-55547.112862427304,-55058.628588829015,-55132.170246750706,368.36201785187063,"[[923, 278, 165, 112, 65, 9], [880, 267, 172, 101, 48, 12], [936, 276, 155, 112, 45, 14], [896, 256, 161, 115, 46, 14], [882, 284, 174, 100, 49, 12], [892, 257, 177, 111, 56, 12], [899, 282, 147, 116, 50, 10], [910, 254, 181, 110, 50, 13], [908, 315, 151, 113, 58, 11]]"
-0.19999999999999996,0.6000000000000001,398107170.5534969,0.6000000000000001,-50873.00999915196,-52054.333694808796,-51569.4271989883,-51641.79107913221,366.318432302495,"[[923, 278, 165, 112, 65, 9], [880, 267, 172, 101, 48, 12], [936, 276, 155, 112, 45, 14], [896, 256, 161, 115, 46, 14], [882, 284, 174, 100, 49, 12], [892, 257, 177, 111, 56, 12], [899, 282, 147, 116, 50, 10], [910, 254, 181, 110, 50, 13], [908, 315, 151, 113, 58, 11]]"
-0.19999999999999996,0.6000000000000001,398107170.5534969,0.7000000000000001,-47948.57507368143,-49124.09876933828,-48642.770051295556,-48713.95615366168,364.2815416908715,"[[923, 278, 165, 112, 65, 9], [880, 267, 172, 101, 48, 12], [936, 276, 155, 112, 45, 14], [896, 256, 161, 115, 46, 14], [882, 284, 174, 100, 49, 12], [892, 257, 177, 111, 56, 12], [899, 282, 147, 116, 50, 10], [910, 254, 181, 110, 50, 13], [908, 315, 151, 113, 58, 11]]"
-0.19999999999999996,0.6000000000000001,398107170.5534969,0.8,-45435.88669436235,-46605.610390019196,-46127.85944975425,-46197.86777434259,362.25145895116964,"[[923, 278, 165, 112, 65, 9], [880, 267, 172, 101, 48, 12], [936, 276, 155, 112, 45, 14], [896, 256, 161, 115, 46, 14], [882, 284, 174, 100, 49, 12], [892, 257, 177, 111, 56, 12], [899, 282, 147, 116, 50, 10], [910, 254, 181, 110, 50, 13], [908, 315, 151, 113, 58, 11]]"
-0.19999999999999996,0.6000000000000001,398107170.5534969,0.9,-43237.677255340044,-44401.60095099687,-43927.42778850971,-43996.25833532029,360.22829918161364,"[[923, 278, 165, 112, 65, 9], [880, 267, 172, 101, 48, 12], [936, 276, 155, 112, 45, 14], [896, 256, 161, 115, 46, 14], [882, 284, 174, 100, 49, 12], [892, 257, 177, 111, 56, 12], [899, 282, 147, 116, 50, 10], [910, 254, 181, 110, 50, 13], [908, 315, 151, 113, 58, 11]]"
-0.19999999999999996,0.6000000000000001,398107170.5534969,1.0,-41287.533118168925,-42445.65681382575,-41975.06142911636,-42042.71419814914,358.21217968372395,"[[923, 278, 165, 112, 65, 9], [880, 267, 172, 101, 48, 12], [936, 276, 155, 112, 45, 14], [896, 256, 161, 115, 46, 14], [882, 284, 174, 100, 49, 12], [892, 257, 177, 111, 56, 12], [899, 282, 147, 116, 50, 10], [910, 254, 181, 110, 50, 13], [908, 315, 151, 113, 58, 11]]"
-0.19999999999999996,0.6000000000000001,630957344.4801943,0.0,-175926.1089132842,-175926.1089132842,-175926.1089132842,-175926.1089132842,0.0,"[[870, 293, 143, 107, 45, 9], [906, 244, 157, 104, 47, 8], [882, 258, 131, 103, 51, 9], [871, 263, 144, 99, 53, 6], [938, 265, 141, 103, 47, 6], [922, 273, 171, 99, 50, 18], [899, 262, 153, 94, 43, 12], [942, 295, 146, 113, 47, 10], [921, 269, 152, 103, 48, 8]]"
-0.19999999999999996,0.6000000000000001,630957344.4801943,0.1,-85746.26462964776,-87304.49526909107,-86543.4195746952,-86547.19025743027,558.7848251568219,"[[870, 293, 143, 107, 45, 9], [906, 244, 157, 104, 47, 8], [882, 258, 131, 103, 51, 9], [871, 263, 144, 99, 53, 6], [938, 265, 141, 103, 47, 6], [922, 273, 171, 99, 50, 18], [899, 262, 153, 94, 43, 12], [942, 295, 146, 113, 47, 10], [921, 269, 152, 103, 48, 8]]"
-0.19999999999999996,0.6000000000000001,630957344.4801943,0.2,-72060.10858104622,-73609.38583489778,-72850.33019276032,-72852.3342088287,555.4404235631691,"[[870, 293, 143, 107, 45, 9], [906, 244, 157, 104, 47, 8], [882, 258, 131, 103, 51, 9], [871, 263, 144, 99, 53, 6], [938, 265, 141, 103, 47, 6], [922, 273, 171, 99, 50, 18], [899, 262, 153, 94, 43, 12], [942, 295, 146, 113, 47, 10], [921, 269, 152, 103, 48, 8]]"
-0.19999999999999996,0.6000000000000001,630957344.4801943,0.30000000000000004,-64118.675837234296,-65659.35309108582,-64901.96411561504,-64902.20146501679,552.1030607166998,"[[870, 293, 143, 107, 45, 9], [906, 244, 157, 104, 47, 8], [882, 258, 131, 103, 51, 9], [871, 263, 144, 99, 53, 6], [938, 265, 141, 103, 47, 6], [922, 273, 171, 99, 50, 18], [899, 262, 153, 94, 43, 12], [942, 295, 146, 113, 47, 10], [921, 269, 152, 103, 48, 8]]"
-0.19999999999999996,0.6000000000000001,630957344.4801943,0.4,-58529.25253244469,-60061.32978629623,-59305.6074774921,-59304.07816022717,548.7728650358778,"[[870, 293, 143, 107, 45, 9], [906, 244, 157, 104, 47, 8], [882, 258, 131, 103, 51, 9], [871, 263, 144, 99, 53, 6], [938, 265, 141, 103, 47, 6], [922, 273, 171, 99, 50, 18], [899, 262, 153, 94, 43, 12], [942, 295, 146, 113, 47, 10], [921, 269, 152, 103, 48, 8]]"
-0.19999999999999996,0.6000000000000001,630957344.4801943,0.5,-54228.59895625123,-55752.07621010278,-54998.020567965315,-54994.72458403372,545.4499677961755,"[[870, 293, 143, 107, 45, 9], [906, 244, 157, 104, 47, 8], [882, 258, 131, 103, 51, 9], [871, 263, 144, 99, 53, 6], [938, 265, 141, 103, 47, 6], [922, 273, 171, 99, 50, 18], [899, 262, 153, 94, 43, 12], [942, 295, 146, 113, 47, 10], [921, 269, 152, 103, 48, 8]]"
-0.19999999999999996,0.6000000000000001,630957344.4801943,0.6000000000000001,-50743.119788632735,-52257.99704248429,-51505.6080670135,-51500.54541641523,542.1345032002988,"[[870, 293, 143, 107, 45, 9], [906, 244, 157, 104, 47, 8], [882, 258, 131, 103, 51, 9], [871, 263, 144, 99, 53, 6], [938, 265, 141, 103, 47, 6], [922, 273, 171, 99, 50, 18], [899, 262, 153, 94, 43, 12], [942, 295, 146, 113, 47, 10], [921, 269, 152, 103, 48, 8]]"
-0.19999999999999996,0.6000000000000001,630957344.4801943,0.7000000000000001,-47820.184863162234,-49326.46211701378,-48575.73980820964,-48568.910490944705,538.8266084501012,"[[870, 293, 143, 107, 45, 9], [906, 244, 157, 104, 47, 8], [882, 258, 131, 103, 51, 9], [871, 263, 144, 99, 53, 6], [938, 265, 141, 103, 47, 6], [922, 273, 171, 99, 50, 18], [899, 262, 153, 94, 43, 12], [942, 295, 146, 113, 47, 10], [921, 269, 152, 103, 48, 8]]"
-0.19999999999999996,0.6000000000000001,630957344.4801943,0.8,-45308.99648384313,-46806.67373769467,-46057.61809555722,-46049.02211162563,535.5264238202124,"[[870, 293, 143, 107, 45, 9], [906, 244, 157, 104, 47, 8], [882, 258, 131, 103, 51, 9], [871, 263, 144, 99, 53, 6], [938, 265, 141, 103, 47, 6], [922, 273, 171, 99, 50, 18], [899, 262, 153, 94, 43, 12], [942, 295, 146, 113, 47, 10], [921, 269, 152, 103, 48, 8]]"
-0.19999999999999996,0.6000000000000001,630957344.4801943,0.9,-43112.2870448208,-44601.36429867237,-43853.97532320157,-43843.6126726033,532.2340927333794,"[[870, 293, 143, 107, 45, 9], [906, 244, 157, 104, 47, 8], [882, 258, 131, 103, 51, 9], [871, 263, 144, 99, 53, 6], [938, 265, 141, 103, 47, 6], [922, 273, 171, 99, 50, 18], [899, 262, 153, 94, 43, 12], [942, 295, 146, 113, 47, 10], [921, 269, 152, 103, 48, 8]]"
-0.19999999999999996,0.6000000000000001,630957344.4801943,1.0,-41163.64290764969,-42644.12016150122,-41898.39785269711,-41886.26853543216,528.9497618375372,"[[870, 293, 143, 107, 45, 9], [906, 244, 157, 104, 47, 8], [882, 258, 131, 103, 51, 9], [871, 263, 144, 99, 53, 6], [938, 265, 141, 103, 47, 6], [922, 273, 171, 99, 50, 18], [899, 262, 153, 94, 43, 12], [942, 295, 146, 113, 47, 10], [921, 269, 152, 103, 48, 8]]"
-0.19999999999999996,0.6000000000000001,1000000000.0,0.0,-175926.1089132842,-175926.1089132842,-175926.1089132842,-175926.1089132842,0.0,"[[931, 262, 148, 112, 40, 14], [966, 259, 136, 81, 49, 10], [899, 262, 126, 94, 57, 12], [907, 249, 139, 86, 48, 5], [934, 257, 132, 87, 57, 10], [982, 242, 132, 94, 41, 10], [854, 278, 112, 87, 51, 11], [892, 258, 147, 89, 36, 7], [894, 253, 107, 92, 41, 8]]"
-0.19999999999999996,0.6000000000000001,1000000000.0,0.1,-84980.538249944,-87688.10649182052,-86308.76962404393,-86526.15317228771,794.0662989812173,"[[931, 262, 148, 112, 40, 14], [966, 259, 136, 81, 49, 10], [899, 262, 126, 94, 57, 12], [907, 249, 139, 86, 48, 5], [934, 257, 132, 87, 57, 10], [982, 242, 132, 94, 41, 10], [854, 278, 112, 87, 51, 11], [892, 258, 147, 89, 36, 7], [894, 253, 107, 92, 41, 8]]"
-0.19999999999999996,0.6000000000000001,1000000000.0,0.2,-71289.18220134245,-73985.95044321897,-72612.72468655348,-72828.09712368617,790.313200023272,"[[931, 262, 148, 112, 40, 14], [966, 259, 136, 81, 49, 10], [899, 262, 126, 94, 57, 12], [907, 249, 139, 86, 48, 5], [934, 257, 132, 87, 57, 10], [982, 242, 132, 94, 41, 10], [854, 278, 112, 87, 51, 11], [892, 258, 147, 89, 36, 7], [894, 253, 107, 92, 41, 8]]"
-0.19999999999999996,0.6000000000000001,1000000000.0,0.30000000000000004,-63342.549457530506,-66028.51769940705,-64661.40305385265,-64874.76437987426,786.5647933709864,"[[931, 262, 148, 112, 40, 14], [966, 259, 136, 81, 49, 10], [899, 262, 126, 94, 57, 12], [907, 249, 139, 86, 48, 5], [934, 257, 132, 87, 57, 10], [982, 242, 132, 94, 41, 10], [854, 278, 112, 87, 51, 11], [892, 258, 147, 89, 36, 7], [894, 253, 107, 92, 41, 8]]"
-0.19999999999999996,0.6000000000000001,1000000000.0,0.4,-57747.926152740896,-60423.09439461744,-59062.09086017417,-59273.44107508463,782.821146429297,"[[931, 262, 148, 112, 40, 14], [966, 259, 136, 81, 49, 10], [899, 262, 126, 94, 57, 12], [907, 249, 139, 86, 48, 5], [934, 257, 132, 87, 57, 10], [982, 242, 132, 94, 41, 10], [854, 278, 112, 87, 51, 11], [892, 258, 147, 89, 36, 7], [894, 253, 107, 92, 41, 8]]"
-0.19999999999999996,0.6000000000000001,1000000000.0,0.5,-53442.072576547434,-56106.44081842397,-54751.54839509181,-54960.88749889118,779.0823278122936,"[[931, 262, 148, 112, 40, 14], [966, 259, 136, 81, 49, 10], [899, 262, 126, 94, 57, 12], [907, 249, 139, 86, 48, 5], [934, 257, 132, 87, 57, 10], [982, 242, 132, 94, 41, 10], [854, 278, 112, 87, 51, 11], [892, 258, 147, 89, 36, 7], [894, 253, 107, 92, 41, 8]]"
-0.19999999999999996,0.6000000000000001,1000000000.0,0.6000000000000001,-49951.39340892895,-52604.96165080548,-51256.18033858444,-51463.50833127269,775.3484073681922,"[[931, 262, 148, 112, 40, 14], [966, 259, 136, 81, 49, 10], [899, 262, 126, 94, 57, 12], [907, 249, 139, 86, 48, 5], [934, 257, 132, 87, 57, 10], [982, 242, 132, 94, 41, 10], [854, 278, 112, 87, 51, 11], [892, 258, 147, 89, 36, 7], [894, 253, 107, 92, 41, 8]]"
-0.19999999999999996,0.6000000000000001,1000000000.0,0.7000000000000001,-47023.25848345841,-49666.02672533499,-48323.356524225026,-48528.67340580217,771.6194562048053,"[[931, 262, 148, 112, 40, 14], [966, 259, 136, 81, 49, 10], [899, 262, 126, 94, 57, 12], [907, 249, 139, 86, 48, 5], [934, 257, 132, 87, 57, 10], [982, 242, 132, 94, 41, 10], [854, 278, 112, 87, 51, 11], [892, 258, 147, 89, 36, 7], [894, 253, 107, 92, 41, 8]]"
-0.19999999999999996,0.6000000000000001,1000000000.0,0.8,-44506.87010413934,-47138.83834601587,-45802.27925601705,-46005.5850264831,767.8955467155613,"[[931, 262, 148, 112, 40, 14], [966, 259, 136, 81, 49, 10], [899, 262, 126, 94, 57, 12], [907, 249, 139, 86, 48, 5], [934, 257, 132, 87, 57, 10], [982, 242, 132, 94, 41, 10], [854, 278, 112, 87, 51, 11], [892, 258, 147, 89, 36, 7], [894, 253, 107, 92, 41, 8]]"
-0.19999999999999996,0.6000000000000001,1000000000.0,0.9,-42304.96066511702,-44926.128906993574,-43595.680928105845,-43796.97558746078,764.1767526062495,"[[931, 262, 148, 112, 40, 14], [966, 259, 136, 81, 49, 10], [899, 262, 126, 94, 57, 12], [907, 249, 139, 86, 48, 5], [934, 257, 132, 87, 57, 10], [982, 242, 132, 94, 41, 10], [854, 278, 112, 87, 51, 11], [892, 258, 147, 89, 36, 7], [894, 253, 107, 92, 41, 8]]"
-0.19999999999999996,0.6000000000000001,1000000000.0,1.0,-40351.1165279459,-42961.484769822426,-41637.14790204583,-41836.43145028966,760.4631489220718,"[[931, 262, 148, 112, 40, 14], [966, 259, 136, 81, 49, 10], [899, 262, 126, 94, 57, 12], [907, 249, 139, 86, 48, 5], [934, 257, 132, 87, 57, 10], [982, 242, 132, 94, 41, 10], [854, 278, 112, 87, 51, 11], [892, 258, 147, 89, 36, 7], [894, 253, 107, 92, 41, 8]]"
-0.19999999999999996,0.6000000000000001,1584893192.4611108,0.0,-175926.1089132842,-175926.1089132842,-175926.1089132842,-175926.1089132842,0.0,"[[915, 251, 132, 81, 38, 9], [981, 234, 115, 75, 35, 11], [956, 212, 140, 71, 42, 16], [988, 261, 136, 85, 46, 7], [957, 224, 137, 80, 45, 9], [886, 247, 120, 85, 47, 11], [951, 235, 141, 77, 39, 9], [918, 221, 129, 105, 51, 7], [906, 247, 123, 76, 45, 7]]"
-0.19999999999999996,0.6000000000000001,1584893192.4611108,0.1,-84843.70334148534,-86991.71868085717,-85858.42604052208,-85612.7497614087,688.2712556542662,"[[915, 251, 132, 81, 38, 9], [981, 234, 115, 75, 35, 11], [956, 212, 140, 71, 42, 16], [988, 261, 136, 85, 46, 7], [957, 224, 137, 80, 45, 9], [886, 247, 120, 85, 47, 11], [951, 235, 141, 77, 39, 9], [918, 221, 129, 105, 51, 7], [906, 247, 123, 76, 45, 7]]"
-0.19999999999999996,0.6000000000000001,1584893192.4611108,0.2,-71154.5472928838,-73289.86263225562,-72161.10332525386,-71916.49371280712,685.2739804311562,"[[915, 251, 132, 81, 38, 9], [981, 234, 115, 75, 35, 11], [956, 212, 140, 71, 42, 16], [988, 261, 136, 85, 46, 7], [957, 224, 137, 80, 45, 9], [886, 247, 120, 85, 47, 11], [951, 235, 141, 77, 39, 9], [918, 221, 129, 105, 51, 7], [906, 247, 123, 76, 45, 7]]"
-0.19999999999999996,0.6000000000000001,1584893192.4611108,0.30000000000000004,-63210.11454907184,-65332.729888443704,-64208.50391477526,-63964.9609689952,682.2811261877463,"[[915, 251, 132, 81, 38, 9], [981, 234, 115, 75, 35, 11], [956, 212, 140, 71, 42, 16], [988, 261, 136, 85, 46, 7], [957, 224, 137, 80, 45, 9], [886, 247, 120, 85, 47, 11], [951, 235, 141, 77, 39, 9], [918, 221, 129, 105, 51, 7], [906, 247, 123, 76, 45, 7]]"
-0.19999999999999996,0.6000000000000001,1584893192.4611108,0.4,-57617.691244282236,-59727.60658365408,-58607.913943318985,-58365.43766420557,679.2927513584026,"[[915, 251, 132, 81, 38, 9], [981, 234, 115, 75, 35, 11], [956, 212, 140, 71, 42, 16], [988, 261, 136, 85, 46, 7], [957, 224, 137, 80, 45, 9], [886, 247, 120, 85, 47, 11], [951, 235, 141, 77, 39, 9], [918, 221, 129, 105, 51, 7], [906, 247, 123, 76, 45, 7]]"
-0.19999999999999996,0.6000000000000001,1584893192.4611108,0.5,-53314.03766808879,-55411.25300746063,-54296.09370045886,-54054.68408801213,676.3089153220792,"[[915, 251, 132, 81, 38, 9], [981, 234, 115, 75, 35, 11], [956, 212, 140, 71, 42, 16], [988, 261, 136, 85, 46, 7], [957, 224, 137, 80, 45, 9], [886, 247, 120, 85, 47, 11], [951, 235, 141, 77, 39, 9], [918, 221, 129, 105, 51, 7], [906, 247, 123, 76, 45, 7]]"
-0.19999999999999996,0.6000000000000001,1584893192.4611108,0.6000000000000001,-49825.55850047031,-51910.073839842145,-50799.44786617372,-50559.10492039364,673.3296784192539,"[[915, 251, 132, 81, 38, 9], [981, 234, 115, 75, 35, 11], [956, 212, 140, 71, 42, 16], [988, 261, 136, 85, 46, 7], [957, 224, 137, 80, 45, 9], [886, 247, 120, 85, 47, 11], [951, 235, 141, 77, 39, 9], [918, 221, 129, 105, 51, 7], [906, 247, 123, 76, 45, 7]]"
-0.19999999999999996,0.6000000000000001,1584893192.4611108,0.7000000000000001,-46899.62357499979,-48971.438914371625,-47865.34627403653,-47626.06999492311,670.3551019692728,"[[915, 251, 132, 81, 38, 9], [981, 234, 115, 75, 35, 11], [956, 212, 140, 71, 42, 16], [988, 261, 136, 85, 46, 7], [957, 224, 137, 80, 45, 9], [886, 247, 120, 85, 47, 11], [951, 235, 141, 77, 39, 9], [918, 221, 129, 105, 51, 7], [906, 247, 123, 76, 45, 7]]"
-0.19999999999999996,0.6000000000000001,1584893192.4611108,0.8,-44385.435195680664,-46444.550535052535,-45342.991228050756,-45104.78161560403,667.3852482878931,"[[915, 251, 132, 81, 38, 9], [981, 234, 115, 75, 35, 11], [956, 212, 140, 71, 42, 16], [988, 261, 136, 85, 46, 7], [957, 224, 137, 80, 45, 9], [886, 247, 120, 85, 47, 11], [951, 235, 141, 77, 39, 9], [918, 221, 129, 105, 51, 7], [906, 247, 123, 76, 45, 7]]"
-0.19999999999999996,0.6000000000000001,1584893192.4611108,0.9,-42185.72575665839,-44232.14109603019,-43135.11512236177,-42897.97217658167,664.4201807052079,"[[915, 251, 132, 81, 38, 9], [981, 234, 115, 75, 35, 11], [956, 212, 140, 71, 42, 16], [988, 261, 136, 85, 46, 7], [957, 224, 137, 80, 45, 9], [886, 247, 120, 85, 47, 11], [951, 235, 141, 77, 39, 9], [918, 221, 129, 105, 51, 7], [906, 247, 123, 76, 45, 7]]"
-0.19999999999999996,0.6000000000000001,1584893192.4611108,1.0,-40234.08161948723,-42267.79695885908,-41175.30431852398,-40939.22803941056,661.4599635838871,"[[915, 251, 132, 81, 38, 9], [981, 234, 115, 75, 35, 11], [956, 212, 140, 71, 42, 16], [988, 261, 136, 85, 46, 7], [957, 224, 137, 80, 45, 9], [886, 247, 120, 85, 47, 11], [951, 235, 141, 77, 39, 9], [918, 221, 129, 105, 51, 7], [906, 247, 123, 76, 45, 7]]"
-0.19999999999999996,0.6000000000000001,2511886431.509582,0.0,-175926.1089132842,-175926.1089132842,-175926.1089132842,-175926.1089132842,0.0,"[[928, 257, 117, 87, 44, 7], [915, 234, 119, 80, 40, 7], [956, 226, 126, 91, 34, 10], [952, 256, 123, 91, 32, 7], [946, 227, 122, 83, 40, 9], [938, 200, 128, 77, 41, 12], [917, 261, 124, 91, 36, 8], [922, 208, 117, 77, 44, 2], [925, 226, 121, 75, 38, 8]]"
-0.19999999999999996,0.6000000000000001,2511886431.509582,0.1,-85523.04466963802,-86374.74106472847,-85992.64418763547,-86078.20223080175,301.3731823470746,"[[928, 257, 117, 87, 44, 7], [915, 234, 119, 80, 40, 7], [956, 226, 126, 91, 34, 10], [952, 256, 123, 91, 32, 7], [946, 227, 122, 83, 40, 9], [938, 200, 128, 77, 41, 12], [917, 261, 124, 91, 36, 8], [922, 208, 117, 77, 44, 2], [925, 226, 121, 75, 38, 8]]"
-0.19999999999999996,0.6000000000000001,2511886431.509582,0.2,-71825.88862103647,-72672.78501612692,-72292.98813903393,-72380.74618220021,299.6043930816574,"[[928, 257, 117, 87, 44, 7], [915, 234, 119, 80, 40, 7], [956, 226, 126, 91, 34, 10], [952, 256, 123, 91, 32, 7], [946, 227, 122, 83, 40, 9], [938, 200, 128, 77, 41, 12], [917, 261, 124, 91, 36, 8], [922, 208, 117, 77, 44, 2], [925, 226, 121, 75, 38, 8]]"
-0.19999999999999996,0.6000000000000001,2511886431.509582,0.30000000000000004,-63873.45587722454,-64715.55227231498,-64338.055395221985,-64428.01343838825,297.8524890364403,"[[928, 257, 117, 87, 44, 7], [915, 234, 119, 80, 40, 7], [956, 226, 126, 91, 34, 10], [952, 256, 123, 91, 32, 7], [946, 227, 122, 83, 40, 9], [938, 200, 128, 77, 41, 12], [917, 261, 124, 91, 36, 8], [922, 208, 117, 77, 44, 2], [925, 226, 121, 75, 38, 8]]"
-0.19999999999999996,0.6000000000000001,2511886431.509582,0.4,-58273.032572434924,-59110.328967525376,-58735.13209043237,-58827.29013359863,296.1177699026835,"[[928, 257, 117, 87, 44, 7], [915, 234, 119, 80, 40, 7], [956, 226, 126, 91, 34, 10], [952, 256, 123, 91, 32, 7], [946, 227, 122, 83, 40, 9], [938, 200, 128, 77, 41, 12], [917, 261, 124, 91, 36, 8], [922, 208, 117, 77, 44, 2], [925, 226, 121, 75, 38, 8]]"
-0.19999999999999996,0.6000000000000001,2511886431.509582,0.5,-53961.378996241474,-54793.87539133192,-54420.97851423893,-54515.336557405186,294.40053946049255,"[[928, 257, 117, 87, 44, 7], [915, 234, 119, 80, 40, 7], [956, 226, 126, 91, 34, 10], [952, 256, 123, 91, 32, 7], [946, 227, 122, 83, 40, 9], [938, 200, 128, 77, 41, 12], [917, 261, 124, 91, 36, 8], [922, 208, 117, 77, 44, 2], [925, 226, 121, 75, 38, 8]]"
-0.19999999999999996,0.6000000000000001,2511886431.509582,0.6000000000000001,-50464.899828623005,-51292.59622371343,-50921.99934662044,-51018.5573897867,292.7011055200641,"[[928, 257, 117, 87, 44, 7], [915, 234, 119, 80, 40, 7], [956, 226, 126, 91, 34, 10], [952, 256, 123, 91, 32, 7], [946, 227, 122, 83, 40, 9], [938, 200, 128, 77, 41, 12], [917, 261, 124, 91, 36, 8], [922, 208, 117, 77, 44, 2], [925, 226, 121, 75, 38, 8]]"
-0.19999999999999996,0.6000000000000001,2511886431.509582,0.7000000000000001,-47530.96490315245,-48353.861298242904,-47985.56442114991,-48084.32246431619,291.0197798540075,"[[928, 257, 117, 87, 44, 7], [915, 234, 119, 80, 40, 7], [956, 226, 126, 91, 34, 10], [952, 256, 123, 91, 32, 7], [946, 227, 122, 83, 40, 9], [938, 200, 128, 77, 41, 12], [917, 261, 124, 91, 36, 8], [922, 208, 117, 77, 44, 2], [925, 226, 121, 75, 38, 8]]"
-0.19999999999999996,0.6000000000000001,2511886431.509582,0.8,-45008.77652383338,-45826.872918923815,-45460.87604183083,-45561.83408499708,289.3568781201284,"[[928, 257, 117, 87, 44, 7], [915, 234, 119, 80, 40, 7], [956, 226, 126, 91, 34, 10], [952, 256, 123, 91, 32, 7], [946, 227, 122, 83, 40, 9], [938, 200, 128, 77, 41, 12], [917, 261, 124, 91, 36, 8], [922, 208, 117, 77, 44, 2], [925, 226, 121, 75, 38, 8]]"
-0.19999999999999996,0.6000000000000001,2511886431.509582,0.9,-42801.06708481105,-43614.3634799015,-43250.666602808495,-43353.82464597478,287.71271977467455,"[[928, 257, 117, 87, 44, 7], [915, 234, 119, 80, 40, 7], [956, 226, 126, 91, 34, 10], [952, 256, 123, 91, 32, 7], [946, 227, 122, 83, 40, 9], [938, 200, 128, 77, 41, 12], [917, 261, 124, 91, 36, 8], [922, 208, 117, 77, 44, 2], [925, 226, 121, 75, 38, 8]]"
-0.19999999999999996,0.6000000000000001,2511886431.509582,1.0,-40841.422947639934,-41649.91934273038,-41288.522465637376,-41393.88050880362,286.08762797507916,"[[928, 257, 117, 87, 44, 7], [915, 234, 119, 80, 40, 7], [956, 226, 126, 91, 34, 10], [952, 256, 123, 91, 32, 7], [946, 227, 122, 83, 40, 9], [938, 200, 128, 77, 41, 12], [917, 261, 124, 91, 36, 8], [922, 208, 117, 77, 44, 2], [925, 226, 121, 75, 38, 8]]"
-0.19999999999999996,0.6000000000000001,3981071705.5349693,0.0,-175926.1089132842,-175926.1089132842,-175926.1089132842,-175926.1089132842,0.0,"[[934, 234, 129, 74, 39, 11], [943, 225, 111, 79, 46, 14], [908, 208, 122, 80, 46, 6], [939, 219, 124, 95, 43, 16], [956, 237, 117, 95, 36, 6], [913, 247, 106, 82, 37, 6], [966, 220, 124, 84, 33, 11], [860, 252, 115, 68, 35, 12], [895, 223, 115, 69, 40, 7]]"
-0.19999999999999996,0.6000000000000001,3981071705.5349693,0.1,-85326.5225629972,-87573.90436989702,-86204.6950110714,-85969.99624044084,665.6745535164687,"[[934, 234, 129, 74, 39, 11], [943, 225, 111, 79, 46, 14], [908, 208, 122, 80, 46, 6], [939, 219, 124, 95, 43, 16], [956, 237, 117, 95, 36, 6], [913, 247, 106, 82, 37, 6], [966, 220, 124, 84, 33, 11], [860, 252, 115, 68, 35, 12], [895, 223, 115, 69, 40, 7]]"
-0.19999999999999996,0.6000000000000001,3981071705.5349693,0.2,-71628.86651439563,-73866.64832129548,-72503.37229580319,-72270.6401918393,662.1251447584581,"[[934, 234, 129, 74, 39, 11], [943, 225, 111, 79, 46, 14], [908, 208, 122, 80, 46, 6], [939, 219, 124, 95, 43, 16], [956, 237, 117, 95, 36, 6], [913, 247, 106, 82, 37, 6], [966, 220, 124, 84, 33, 11], [860, 252, 115, 68, 35, 12], [895, 223, 115, 69, 40, 7]]"
-0.19999999999999996,0.6000000000000001,3981071705.5349693,0.30000000000000004,-63675.93377058372,-65904.11557748354,-64546.77288532458,-64316.00744802737,658.5779386080524,"[[934, 234, 129, 74, 39, 11], [943, 225, 111, 79, 46, 14], [908, 208, 122, 80, 46, 6], [939, 219, 124, 95, 43, 16], [956, 237, 117, 95, 36, 6], [913, 247, 106, 82, 37, 6], [966, 220, 124, 84, 33, 11], [860, 252, 115, 68, 35, 12], [895, 223, 115, 69, 40, 7]]"
-0.19999999999999996,0.6000000000000001,3981071705.5349693,0.4,-58075.01046579409,-60293.59227269391,-58942.18291386829,-58713.38414323777,655.0329708486723,"[[934, 234, 129, 74, 39, 11], [943, 225, 111, 79, 46, 14], [908, 208, 122, 80, 46, 6], [939, 219, 124, 95, 43, 16], [956, 237, 117, 95, 36, 6], [913, 247, 106, 82, 37, 6], [966, 220, 124, 84, 33, 11], [860, 252, 115, 68, 35, 12], [895, 223, 115, 69, 40, 7]]"
-0.19999999999999996,0.6000000000000001,3981071705.5349693,0.5,-53762.85688960066,-55971.83869650047,-54626.36267100818,-54399.53056704429,651.4902780197292,"[[934, 234, 129, 74, 39, 11], [943, 225, 111, 79, 46, 14], [908, 208, 122, 80, 46, 6], [939, 219, 124, 95, 43, 16], [956, 237, 117, 95, 36, 6], [913, 247, 106, 82, 37, 6], [966, 220, 124, 84, 33, 11], [860, 252, 115, 68, 35, 12], [895, 223, 115, 69, 40, 7]]"
